Scientific_name,English_name
Phrygilus atriceps,Black-hooded Sierra Finch
Phrygilus punensis,Peruvian Sierra Finch
Phrygilus gayi,Gray-hooded Sierra Finch
Phrygilus patagonicus,Patagonian Sierra Finch
Diuca diuca,Diuca Finch
Melanodera melanodera,White-bridled Finch
Melanodera xanthogramma,Yellow-bridled Finch
Xenodacnis parina,Tit-like Dacnis
Idiopsar dorsalis,Red-backed Sierra Finch
Idiopsar erythronotus,White-throated Sierra Finch
Idiopsar speculifer,Glacier Finch
Idiopsar brachyurus,Boulder Finch
Geospizopsis unicolor,Plumbeous Sierra Finch
Geospizopsis plebejus,Ash-breasted Sierra Finch
Haplospiza unicolor,Uniform Finch
Spodiornis rusticus,Slaty Finch
Acanthidops bairdi,Peg-billed Finch
Lophospingus pusillus,Black-crested Finch
Lophospingus griseocristatus,Gray-crested Finch
Rowettia goughensis,Gough Island Finch
Nesospiza acunhae,Inaccessible Island Finch
Nesospiza questi,Nightingale Island Finch
Nesospiza wilkinsi,Wilkins's Finch
Piezorina cinerea,Cinereous Finch
Xenospingus concolor,Slender-billed Finch
Incaspiza pulchra,Great Inca-Finch
Incaspiza personata,Rufous-backed Inca-Finch
Incaspiza ortizi,Gray-winged Inca-Finch
Incaspiza laeta,Buff-bridled Inca-Finch
Incaspiza watkinsi,Little Inca-Finch
Rhopospina fruticeti,Mourning Sierra Finch
Rhopospina caerulescens,Blue Finch
Rhopospina alaudina,Band-tailed Sierra Finch
Rhopospina carbonaria,Carbonated Sierra Finch
Pseudospingus verticalis,Black-headed Hemispingus
Pseudospingus xanthophthalmus,Drab Hemispingus
Cnemoscopus rubrirostris,Gray-hooded Bush Tanager
Cypsnagra hirundinacea,White-rumped Tanager
Donacospiza albifrons,Long-tailed Reed Finch
Poospizopsis caesar,Chestnut-breasted Mountain Finch
Poospizopsis hypochondria,Rufous-sided Warbling Finch
Castanozoster thoracicus,Bay-chested Warbling Finch
Poospiza goeringi,Slaty-backed Hemispingus
Poospiza rufosuperciliaris,Rufous-browed Hemispingus
Poospiza boliviana,Bolivian Warbling Finch
Poospiza ornata,Cinnamon Warbling Finch
Poospiza whitii,Black-and-chestnut Warbling Finch
Poospiza nigrorufa,Black-and-rufous Warbling Finch
Poospiza rubecula,Rufous-breasted Warbling Finch
Poospiza hispaniolensis,Collared Warbling Finch
Poospiza garleppi,Cochabamba Mountain Finch
Poospiza baeri,Tucuman Mountain Finch
Sicalis citrina,Stripe-tailed Yellow-Finch
Sicalis lutea,Puna Yellow-Finch
Sicalis uropygialis,Bright-rumped Yellow-Finch
Sicalis luteocephala,Citron-headed Yellow-Finch
Sicalis auriventris,Greater Yellow-Finch
Sicalis olivascens,Greenish Yellow-Finch
Sicalis mendozae,Monte Yellow-Finch
Sicalis lebruni,Patagonian Yellow-Finch
Sicalis columbiana,Orange-fronted Yellow-Finch
Sicalis flaveola,Saffron Finch
Sicalis luteola,Grassland Yellow-Finch
Sicalis raimondii,Raimondi's Yellow-Finch
Sicalis taczanowskii,Sulphur-throated Finch
Emberizoides herbicola,Wedge-tailed Grass-Finch
Emberizoides duidae,Duida Grass-Finch
Emberizoides ypiranganus,Lesser Grass-Finch
Embernagra platensis,Great Pampa-Finch
Embernagra longicauda,Pale-throated Pampa-Finch
Volatinia jacarina,Blue-black Grassquit
Sporophila bouvronides,Lesson's Seedeater
Sporophila lineola,Lined Seedeater
Sporophila leucoptera,White-bellied Seedeater
Sporophila peruviana,Parrot-billed Seedeater
Sporophila telasco,Chestnut-throated Seedeater
Sporophila simplex,Drab Seedeater
Sporophila castaneiventris,Chestnut-bellied Seedeater
Sporophila minuta,Ruddy-breasted Seedeater
Sporophila nigrorufa,Black-and-tawny Seedeater
Sporophila bouvreuil,Copper Seedeater
Sporophila pileata,Pearly-bellied Seedeater
Sporophila hypoxantha,Tawny-bellied Seedeater
Sporophila ruficollis,Dark-throated Seedeater
Sporophila palustris,Marsh Seedeater
Sporophila hypochroma,Rufous-rumped Seedeater
Sporophila cinnamomea,Chestnut Seedeater
Sporophila melanogaster,Black-bellied Seedeater
Sporophila funerea,Thick-billed Seed-Finch
Sporophila angolensis,Chestnut-bellied Seed-Finch
Sporophila nuttingi,Nicaraguan Seed-Finch
Sporophila maximiliani,Great-billed Seed-Finch
Sporophila crassirostris,Large-billed Seed-Finch
Sporophila atrirostris,Black-billed Seed-Finch
Sporophila corvina,Variable Seedeater
Sporophila intermedia,Gray Seedeater
Sporophila americana,Wing-barred Seedeater
Sporophila murallae,Caqueta Seedeater
Sporophila morelleti,Morelet's Seedeater
Sporophila torqueola,Cinnamon-rumped Seedeater
Sporophila fringilloides,White-naped Seedeater
Sporophila luctuosa,Black-and-white Seedeater
Sporophila nigricollis,Yellow-bellied Seedeater
Sporophila ardesiaca,Dubois's Seedeater
Sporophila caerulescens,Double-collared Seedeater
Sporophila schistacea,Slate-colored Seedeater
Sporophila falcirostris,Temminck's Seedeater
Sporophila frontalis,Buffy-fronted Seedeater
Sporophila plumbea,Plumbeous Seedeater
Sporophila beltoni,Tropeiro Seedeater
Sporophila collaris,Rusty-collared Seedeater
Sporophila albogularis,White-throated Seedeater
Catamenia analis,Band-tailed Seedeater
Catamenia inornata,Plain-colored Seedeater
Catamenia homochroa,Paramo Seedeater
Charitospiza eucosma,Coal-crested Finch
Coryphaspiza melanotis,Black-masked Finch
Coryphospingus pileatus,Pileated Finch
Coryphospingus cucullatus,Red-crested Finch
Rhodospingus cruentus,Crimson-breasted Finch
Gubernatrix cristata,Yellow Cardinal
Coereba flaveola,Bananaquit
Tiaris olivaceus,Yellow-faced Grassquit
Euneornis campestris,Orangequit
Melopyrrha portoricensis,Puerto Rican Bullfinch
Melopyrrha grandis,St. Kitts Bullfinch
Melopyrrha nigra,Cuban Bullfinch
Melopyrrha violacea,Greater Antillean Bullfinch
Loxipasser anoxanthus,Yellow-shouldered Grassquit
Phonipara canora,Cuban Grassquit
Loxigilla noctis,Lesser Antillean Bullfinch
Loxigilla barbadensis,Barbados Bullfinch
Melanospiza richardsoni,St. Lucia Black Finch
Melanospiza bicolor,Black-faced Grassquit
Asemospiza obscura,Dull-colored Grassquit
Asemospiza fuliginosa,Sooty Grassquit
Pinaroloxias inornata,Cocos Finch
Certhidea olivacea,Green Warbler-Finch
Certhidea fusca,Gray Warbler-Finch
Platyspiza crassirostris,Vegetarian Finch
Camarhynchus pallidus,Woodpecker Finch
Camarhynchus psittacula,Large Tree-Finch
Camarhynchus pauper,Medium Tree-Finch
Camarhynchus parvulus,Small Tree-Finch
Camarhynchus heliobates,Mangrove Finch
Geospiza fuliginosa,Small Ground-Finch
Geospiza magnirostris,Large Ground-Finch
Geospiza septentrionalis,Vampire Ground-Finch
Geospiza acutirostris,Genovesa Ground-Finch
Geospiza difficilis,Sharp-beaked Ground-Finch
Geospiza scandens,Common Cactus-Finch
Geospiza fortis,Medium Ground-Finch
Geospiza conirostris,Espa\u00f1ola Ground-Finch
Geospiza propinqua,Genovesa Cactus-Finch
Parkerthraustes humeralis,Yellow-shouldered Grosbeak
Saltatricula multicolor,Many-colored Chaco Finch
Saltatricula atricollis,Black-throated Saltator
Saltator maximus,Buff-throated Saltator
Saltator atripennis,Black-winged Saltator
Saltator atriceps,Black-headed Saltator
Saltator orenocensis,Orinocan Saltator
Saltator olivascens,Olivaceous Saltator
Saltator grandis,Cinnamon-bellied Saltator
Saltator coerulescens,Blue-gray Saltator
Saltator striatipectus,Streaked Saltator
Saltator albicollis,Lesser Antillean Saltator
Saltator similis,Green-winged Saltator
Saltator nigriceps,Black-cowled Saltator
Saltator maxillosus,Thick-billed Saltator
Saltator aurantiirostris,Golden-billed Saltator
Saltator cinctus,Masked Saltator
Saltator grossus,Slate-colored Grosbeak
Saltator fuliginosus,Black-throated Grosbeak
Antrostomus vociferus,Eastern Whip-poor-will
Caprimulgus centralasicus,Vaurie's Nightjar
Chaetura chapmani,Chapman's Swift
Chaetura viridipennis,Amazonian Swift
Schoutedenapus schoutedeni,Schouteden's Swift
Lophornis chalybeus,Festive Coquette
Gallinago paraguaiae,Paraguayan Snipe
Ortyxelos meiffrenii,Quail-plover
Ninox squamipila,Seram Boobook
Picumnus fulvescens,Tawny Piculet
Caracara plancus,Crested Caracara
Caracara plancus,Crested Caracara
Trichoglossus flavoviridis,Yellow-and-green Lorikeet
Forpus xanthopterygius,Cobalt-rumped Parrotlet
Pitta elegans,Elegant Pitta
Herpsilochmus rufimarginatus,Rufous-margined Antwren
Pyriglena leuconota,East Amazonian Fire-eye
Grallaria rufula,Muisca Antpitta
Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper
Lepidocolaptes layardi,Layard's Woodcreeper
Euscarthmus meloryphus,Rufous-crowned Pygmy-Tyrant
Amytornis whitei,Rufous Grasswren
Amytornis oweni,Sandhill Grasswren
Colluricincla megarhyncha,Arafura Shrikethrush
Lanius sphenocercus,Chinese Gray Shrike
Corvus caurinus,Northwestern Crow
Eremalauda dunni,Dunn's Lark
Alaudala rufescens,Mediterranean Short-toed Lark
Locustella castanea,Sulawesi Bush Warbler
Phyllastrephus scandens,Leaf-love
Alophoixus ochraceus,Ochraceous Bulbul
Alophoixus tephrogenys,Gray-cheeked Bulbul
Sylvia cantillans,Subalpine Warbler
Zosterops senegalensis,Northern Yellow White-eye
Zosterops kulambangrae,Solomons White-eye
Turdinus crispifrons,Limestone Wren-Babbler
Chlamydochaera jefferyi,Fruit-hunter
Ficedula narcissina,Narcissus Flycatcher
Oenanthe hispanica,Western Black-eared Wheatear
Mayrimunia tristissima,Streak-headed Munia
Rhynchospiza strigiceps,Chaco Sparrow
Saltator coerulescens,Blue-gray Saltator
Tamiasciurus hudsonicus,Red Squirrel
Neoconocephalus ensiger,Sword-bearing Conehead
Conocephalus brevipennis,Short-winged Meadow Katydid
Pterophylla camellifolia,Common True Katydid
Orocharis saltator,Jumping Bush Cricket
Sciurus carolinensis,Eastern Gray Squirrel
Tamias striatus,Eastern Chipmunk
Microcentrum rhombifolium,Greater Angle-wing
Neoconocephalus retusus,Round-tipped Conehead
Oecanthus niveus,Narrow-winged Tree Cricket
Neotibicen lyricen,Lyric Cicada
Neotibicen linnei,Linne's Cicada
Dryophytes versicolor,Gray Treefrog
Lithobates catesbeianus,American Bullfrog
Pseudacris crucifer,Spring Peeper
Lithobates sylvaticus,Wood Frog
Lithobates pipiens,Northern Leopard Frog
Eira barbara,Tayra
Allonemobius walkeri,Walker's Ground Cricket
Vulpes vulpes,Red Fox
Limnonectes acanthi,Limnonectes acanthi
Sciurus stramineus,Guayaquil Squirrel
Amblycorypha oblongifolia,Oblong-winged Katydid
Oecanthus fultoni,Snowy Tree Cricket
Lithobates blairi,Plains Leopard Frog
Brachycephalus ibitinga,Brachycephalus ibitinga
Ateles chamek,Chamek Spider Monkey
Megaleporinus muyscorum,Megaleporinus muyscorum
Prochilodus magdalenae,Prochilodus magdalenae
Pithecia monachus,Monk Saki
Pecari tajacu,Collared Peccary
Glaucomys volans,Southern Flying Squirrel
Scudderia texensis,Texas Bush Katydid
Eunemobius confusus,Confused Ground Cricket
Orchelimum vulgare,Common Meadow Katydid
Neoconocephalus robustus,Robust Conehead
Neoconocephalus bivocatus,False Robust Conehead
Odocoileus virginianus,White-tailed Deer
Anaxipha vernalis,Spring Trig
Cebus albifrons,White-fronted Capuchin
Tayassu pecari,White-lipped Peccary
Saguinus fuscicollis,Saddlebacked Tamarin
Cynomys ludovicianus,Arizona Black-tailed Prairie Dog
Canis latrans,Coyote
Redunca redunca,Common Reedbuck
Saimiri boliviensis,Bolivian Squirrel Monkey
Castor canadensis,American Beaver
Sciurus spadiceus,Southern Amazon Red Squirrel
Nymphargus balionotus,Mottled Glassfrog
Ailurops ursinus,Sulawesi Bear Cuscus
Orchelimum gladiator,Gladiator Meadow Katydid
Eunemobius carolinus,Carolina Ground Cricket
Scudderia pistillata,Broad-winged Bush Katydid
Lithobates clamitans,Green Frog
Anaxyrus americanus,American Toad
Apis mellifera,Honey Bee
Neoxabea bipunctata,Two-spotted Tree Cricket
Allonemobius fasciatus,Striped Ground Cricket
Allonemobius allardi,Allard's Ground Cricket
Bicolorana roeselii,Roesel's Bush-cricket
Dissosteira carolina,Carolina Grasshopper
Pteropus alecto,Black Flying Fox
Cebus capucinus,White-faced Capuchin
Erethizon dorsata,Common Porcupine
Spermophilus lateralis,Golden-mantled Ground Squirrel
Neovison vison,American Mink
Zalophus wollebaeki,Galapagos Sea Lion
Papio papio,Guinea Baboon
Dactylomys dactylinus,Amazon Bamboo Rat
Callicebus lugens,Black Titi
Callicebus oenanthe,Andean Titi
Callithrix mauesi,Mau\u00e9s Marmoset
Callithrix chrysoleuca,Gold-and-white Marmoset
Nyctibatrachus poocha,Nyctibatrachus poocha
Nyctibatrachus vasanthi,Nyctibatrachus vasanthi
Nyctibatrachus deveni,Nyctibatrachus deveni
Nyctibatrachus aliciae,Nyctibatrachus aliciae
Nyctibatrachus periyar,Nyctibatrachus periyar
Nyctibatrachus pillaii,Nyctibatrachus pillaii
Gryllus fultoni,Southern Wood Cricket
Allobates niputidea,Allobates niputidea
Callicebus brunneus,Brown Titi
Amblyrhynchus cristatus,Marine Iguana
Saimiri ustus,Bare-eared Squirrel Monkey
Alouatta caraya,Black Howler Monkey
Amblycorypha alexanderi,Clicker Round-winged Katydid
Gryllus pennsylvanicus,Fall Field Cricket
Pseudacris brachyphona,Mountain Chorus Frog
Acris crepitans,Northern Cricket Frog
Babina adenopleura,Babina adenopleura
Rhacophorus moltrechti,Rhacophorus moltrechti
Alouatta seniculus,Red Howler Monkey
Dryophytes chrysoscelis,Cope's Gray Treefrog
Hypsiboas boans,Hypsiboas boans
Callulops stellatus,Callulops stellatus
Callulops bicolor,Callulops bicolor
Callulops doriae,Callulops doriae
Microtus abbreviatus,Insular Vole
Hyperolius schoutedeni,Hyperolius schoutedeni
Leptodactylus knudseni,Leptodactylus knudseni
Dendropsophus columbianus,Dendropsophus columbianus
Lagothrix lagotricha,Humboldt's Woolly Monkey
Saguinus oedipus,Cotton-top Tamarin
Homo sapiens,Human
Sciurus granatensis,Red-tailed Squirrel
Saguinus leucopus,Silvery-brown Bare-face Tamarin
Pristimantis elegans,Pristimantis elegans
Cebus apella,Brown Capuchin
Hyloscirtus bogotensis,Hyloscirtus bogotensis
Eleutherodactylus johnstonei,Eleutherodactylus johnstonei
Saguinus geoffroyi,Geoffroy's Tamarin
Atelopus walkeri,Atelopus walkeri
Pteronura brasiliensis,Giant Otter
Colomascirtus antioquia,Colomascirtus antioquia
Saimiri sciureus,Common Squirrel Monkey
Dasyprocta punctata,Guaqueque Centroamericano
Atelopus ardila,Atelopus ardila
Osteocephalus taurinus,Osteocephalus taurinus
Leptodactylus validus,Leptodactylus validus
Scinax ruber,Red Snouted Treefrog
Hyalinobatrachium esmeralda,Hyalinobatrachium esmeralda
Scinax x-signatus,Scinax x-signatus
Allobates cepedai,Allobates cepedai
Scinax wandae,Scinax wandae
Colostethus fraterdanieli,Colostethus fraterdanieli
Atelopus nicefori,Atelopus nicefori
Dendropsophus phlebodes,Dendropsophus phlebodes
Hyloxalus subpunctatus,Hyloxalus subpunctatus
Dendropsophus labialis,Dendropsophus labialis
Dendropsophus marmoratus,Dendropsophus marmoratus
Leptodactylus fuscus,Leptodactylus fuscus
Scinax nasicus,Scinax nasicus
Agalychnis callidryas,Red-eyed Treefrog
Dendropsophus ebraccatus,Dendropsophus ebraccatus
Hamptophryne boliviana,Hamptophryne boliviana
Dendropsophus parviceps,Dendropsophus parviceps
Leptodactylus discodactylus,Leptodactylus discodactylus
Allobates femoralis,Allobates femoralis
Leptodactylus leptodactyloides,Leptodactylus leptodactyloides
Leptopelis aubryi,Leptopelis aubryi
Hyperolius platyceps,Hyperolius platyceps
Hyperolius phantasticus,Hyperolius phantasticus
Hyperolius cinnamomeoventris,Hyperolius cinnamomeoventris
Callicebus torquatus,Collared Titi
Lithobates sphenocephalus,Southern Leopard Frog
Ursus americanus,American Black Bear
Megatibicen auletes,Northern Dusk-singing Cicada
Anaxipha thomasi,Thomas's Trig
Dendrohyrax dorsalis,Western Tree Hyrax
Pan troglodytes,Chimpanzee
Cercopithecus mitis,Blue Monkey
Papio anubis,Olive Baboon
Loxodonta cyclotis,African Forest Elephant
Galago senegalensis,Senegal Galago
Centrolene buckleyi,Centrolene buckleyi
Centrolene bacatum,Centrolene bacatum
Physalaemus albonotatus,Physalaemus albonotatus
Scinax squalirostris,Scinax squalirostris
Leptodactylus elenae,Leptodactylus elenae
Hypsiboas punctatus,Hypsiboas punctatus
Dendropsophus sanborni,Dendropsophus sanborni
Adenomera diptyx,Adenomera diptyx
Leptodactylus podicipinus,Leptodactylus podicipinus
Leptodactylus latinasus,Leptodactylus latinasus
Pseudacris maculata,Boreal Chorus Frog
Symphalangus syndactylus,Siamang
Presbytis melalophos,Mitred Leaf Monkey
Muntiacus muntjak,Red Muntjac
Callicebus donacophilus,Bolivian Titi
Lithobates palustris,Pickerel Frog
Lithobates capito,Gopher Frog
Microsciurus flaviventer,Amazon Dwarf Squirrel
Equus grevyi,Gr\u00e9vy's Zebra
Pseudacris fouquettei,Cajun Chorus Frog
Litoria latopalmata,Litoria latopalmata
Henicopsaltria eydouxii,Razor Grinder
Crinia signifera,Crinia signifera
Trichosurus vulpecula,Common Brushtail
Limnodynastes tasmaniensis,Limnodynastes tasmaniensis
Macropus giganteus,Eastern Grey Kangaroo
Microhyla kodial,Microhyla kodial
Sciurillus pusillus,Neotropical Pygmy Squirrel
Litoria peronii,Litoria peronii
Cacajao calvus,Red Uakari
Limnodynastes dumerilii,Limnodynastes dumerilii
Oreonax flavicauda,Yellow-tailed Woolly Monkey
Dryophytes cinereus,Green Treefrog
Conocephalus upoluensis,Conocephalus upoluensis
Conocephalus albescens,Conocephalus albescens
Conocephalus semivittatus,Conocephalus semivittatus
Froggattina australis,Froggattina australis
Chalinolobus dwyeri,Large-eared Pied Bat
Vespadelus vulturnus,Little Forest Bat
Chalinolobus gouldii,Gould's Wattled Bat
Capra hircus,Goat
Psaltoda plaga,Psaltoda plaga
Tadarida australis,White-striped Free-tailed Bat
Macropus robustus,Wallaroo
Ranoidea caerulea,Australian Green Treefrog
Macropus rufogriseus,Red-necked Wallaby
Ephippitytha trigintiduoguttata,Ephippitytha trigintiduoguttata
Pseudocheirus peregrinus,Common Ringtail
 Gould's Goanna,: 
Varanus gouldii,Sand Monitor
Crinia parinsignifera,Crinia parinsignifera
Ranoidea gracilenta,Ranoidea gracilenta
Limnodynastes peronii,Limnodynastes peronii
Ranoidea chloris,Ranoidea chloris
Mixophyes fasciolatus,Mixophyes fasciolatus
Litoria rubella,Litoria rubella
Litoria fallax,Eastern Dwarf Treefrog
Litoria rothii,Litoria rothii
Rhinella marina,Cane Toad
Colobus guereza,Guereza
Vulpes lagopus,Arctic Fox
Cherax destructor,Common Yabby
Uperoleia laevigata,Uperoleia laevigata
Tamiasciurus douglasii,Douglas's Squirrel
Tamias sibiricus,Siberian Chipmunk
Tamias minimus,Least Chipmunk
Orchelimum silvaticum,Long-spurred Meadow Katydid
Gryllus rubens,Southeastern Field Cricket
Neocurtilla hexadactyla,Northern Mole Cricket
Spermophilus armatus,Uinta Ground Squirrel
Odocoileus hemionus,Mule Deer
Anaxyrus speciosus,Texas Toad
Hyperolius thomensis,Hyperolius thomensis
Hyperolius drewesi,Hyperolius drewesi
Leptopelis palmatus,Leptopelis palmatus
Hyperolius molleri,Hyperolius molleri
Hyperolius tuberculatus,Hyperolius tuberculatus
Sclerophrys gracilipes,Sclerophrys gracilipes
Callicebus baptista,Baptista Lake Titi
Callicebus hoffmannsi,Hoffmanns' Titi
Panthera leo,Lion
Hippopotamus amphibius,Common Hippopotamus
Engystomops pustulosus,Engystomops pustulosus
Pteropus scapulatus,Little Red Flying Fox
Gryllus campestris,Field Cricket
Hyliola regilla,Pacific Chorus Frog
Callicebus moloch,Dusky Titi
Aotus azarae,Azara's Night Monkey
Ameerega trivittata,Ameerega trivittata
Saguinus midas,Midas Tamarin
Pteropus conspicillatus,Spectacled Flying Fox
Petaurus breviceps,Sugar Glider
Litoria revelata,Litoria revelata
Assa darlingtoni,Assa darlingtoni
Litoria freycineti,Litoria freycineti
Pseudopaludicola boliviana,Pseudopaludicola boliviana
Pithecopus azureus,Pithecopus azureus
Rhinella fernandezae,Rhinella fernandezae
Rhinella bergi,Rhinella bergi
Scinax fuscomarginatus,Scinax fuscomarginatus
Lysapsus limellum,Lysapsus limellum
Leptodactylus bufonius,Leptodactylus bufonius
Hypsiboas raniceps,Hypsiboas raniceps
Pseudis platensis,Pseudis platensis
Physalaemus biligonigerus,Physalaemus biligonigerus
Scinax acuminatus,Scinax acuminatus
